protein_id,protein_name,cellular_location,immunogenicity_score,base_score
ENSP00000260677,ENSG00000260677 protein,,0.0,0.0
ENSP00000260678,ENSG00000260678 protein,,0.0,0.0
ENSP00000260679,ENSG00000260679 protein,,0.0,0.0
ENSP00000260680,ENSG00000260680 protein,,0.03,0.0
ENSP00000260681,ENSG00000260681 protein,,0.0,0.0
ENSP00000260682,ENSG00000260682 protein,,0.03,0.0
ENSP00000260683,ENSG00000260683 protein,,0.03,0.0
ENSP00000260685,ENSG00000260685 protein,,0.05,0.0
ENSP00000260686,ENSG00000260686 protein,,0.03,0.0
ENSP00000260688,ENSG00000260688 protein,,0.0,0.0
ENSP00000260689,ENSG00000260689 protein,,0.05,0.0
ENSP00000260690,ENSG00000260690 protein,,0.0,0.0
ENSP00000260691,ANKRD20A1 protein,membrane,0.99,0.94
ENSP00000260693,ENSG00000260693 protein,,0.0,0.0
ENSP00000260694,ENSG00000260694 protein,,0.03,0.0
ENSP00000260695,ENSG00000260695 protein,,0.0,0.0
ENSP00000260698,ENSG00000260698 protein,,0.05,0.0
ENSP00000260701,ENSG00000260701 protein,,0.0,0.0
ENSP00000260702,ENSG00000260702 protein,,0.0,0.0
ENSP00000260704,ENSG00000260704 protein,,0.1,0.0
ENSP00000260706,ENSG00000260706 protein,,0.0,0.0
ENSP00000260708,ENSG00000260708 protein,,0.1,0.0
ENSP00000260710,ENSG00000260710 protein,,0.05,0.0
ENSP00000260711,ENSG00000260711 protein,,0.1,0.0
ENSP00000260714,ENSG00000260714 protein,,0.0,0.0
ENSP00000260715,ENSG00000260715 protein,,0.03,0.0
ENSP00000260719,ENSG00000260719 protein,,0.05,0.0
ENSP00000260720,ENSG00000260720 protein,,0.03,0.0
ENSP00000260721,ENSG00000260721 protein,,0.0,0.0
ENSP00000260722,ENSG00000260722 protein,,0.0,0.0
ENSP00000260723,ENSG00000260723 protein,,0.0,0.0
ENSP00000260724,ENSG00000260724 protein,,0.03,0.0
ENSP00000260725,ENSG00000260725 protein,,0.05,0.0
ENSP00000260726,ENSG00000260726 protein,,0.03,0.0
ENSP00000260727,ENSG00000260727 protein,,0.03,0.0
ENSP00000260729,ENSG00000260729 protein,membrane,0.99,0.94
ENSP00000260731,ENSG00000260731 protein,,0.05,0.0
ENSP00000260733,ENSG00000260733 protein,,0.0,0.0
ENSP00000260734,TLE7 protein,nucleus,0.5,0.47
ENSP00000260735,ENSG00000260735 protein,,0.05,0.0
ENSP00000260737,ENSG00000260737 protein,,0.0,0.0
ENSP00000260738,ENSG00000260738 protein,,0.03,0.0
ENSP00000260739,ENSG00000260739 protein,,0.03,0.0
ENSP00000260740,ENSG00000260740 protein,,0.05,0.0
ENSP00000260741,ENSG00000260741 protein,,0.05,0.0
ENSP00000260742,ENSG00000260742 protein,,0.05,0.0
ENSP00000260743,ENSG00000260743 protein,,0.05,0.0
ENSP00000260744,ENSG00000260744 protein,,0.0,0.0
ENSP00000260746,ENSG00000260746 protein,,0.03,0.0
ENSP00000260747,ENSG00000260747 protein,,0.1,0.0
ENSP00000260750,ENSG00000260750 protein,,0.0,0.0
ENSP00000260751,ENSG00000260751 protein,,0.05,0.0
ENSP00000260755,ENSG00000260755 protein,,0.03,0.0
ENSP00000260756,ENSG00000260756 protein,,0.0,0.0
ENSP00000260757,ENSG00000260757 protein,,0.05,0.0
ENSP00000260759,ENSG00000260759 protein,,0.03,0.0
ENSP00000260761,ENSG00000260761 protein,,0.0,0.0
ENSP00000260762,ENSG00000260762 protein,,0.0,0.0
ENSP00000260763,ENSG00000260763 protein,,0.05,0.0
ENSP00000260764,ENSG00000260764 protein,,0.0,0.0
ENSP00000260765,ENSG00000260765 protein,,0.0,0.0
ENSP00000260771,ENSG00000260771 protein,,0.0,0.0
ENSP00000260772,ENSG00000260772 protein,,0.03,0.0
ENSP00000260773,ENSG00000260773 protein,,0.05,0.0
ENSP00000260774,ENSG00000260774 protein,,0.05,0.0
ENSP00000260776,ENSG00000260776 protein,,0.05,0.0
ENSP00000260777,ENSG00000260777 protein,,0.0,0.0
ENSP00000260778,ENSG00000260778 protein,,0.05,0.0
ENSP00000260779,ENSG00000260779 protein,,0.0,0.0
ENSP00000260780,ENSG00000260780 protein,,0.03,0.0
ENSP00000260781,ENSG00000260781 protein,,0.0,0.0
ENSP00000260782,ENSG00000260782 protein,,0.05,0.0
ENSP00000260784,ENSG00000260784 protein,,0.0,0.0
ENSP00000260785,ENSG00000260785 protein,,0.0,0.0
ENSP00000260786,ENSG00000260786 protein,,0.03,0.0
ENSP00000260788,ENSG00000260788 protein,,0.0,0.0
ENSP00000260790,ENSG00000260790 protein,,0.0,0.0
ENSP00000260792,ENSG00000260792 protein,,0.05,0.0
ENSP00000260793,ENSG00000260793 protein,,0.1,0.0
ENSP00000260795,ENSG00000260795 protein,,0.03,0.0
ENSP00000260796,ENSG00000260796 protein,,0.05,0.0
ENSP00000260797,ENSG00000260797 protein,,0.03,0.0
ENSP00000260798,ENSG00000260798 protein,,0.0,0.0
ENSP00000260799,ENSG00000260799 protein,,0.0,0.0
ENSP00000260802,SERTM2 protein,membrane,0.92,0.87
ENSP00000260803,ENSG00000260803 protein,,0.05,0.0
ENSP00000260804,ENSG00000260804 protein,,0.1,0.0
ENSP00000260805,ENSG00000260805 protein,,0.05,0.0
ENSP00000260806,ENSG00000260806 protein,,0.05,0.0
ENSP00000260807,ENSG00000260807 protein,,0.05,0.0
ENSP00000260808,ENSG00000260808 protein,,0.05,0.0
ENSP00000260809,ENSG00000260809 protein,,0.0,0.0
ENSP00000260810,ENSG00000260810 protein,,0.05,0.0
ENSP00000260811,ENSG00000260811 protein,,0.03,0.0
ENSP00000260812,ENSG00000260812 protein,,0.03,0.0
ENSP00000260814,ENSG00000260814 protein,,0.03,0.0
ENSP00000260815,ENSG00000260815 protein,,0.05,0.0
ENSP00000260816,ENSG00000260816 protein,,0.05,0.0
ENSP00000260817,ENSG00000260817 protein,,0.0,0.0
ENSP00000260818,ENSG00000260818 protein,,0.0,0.0
ENSP00000260823,ENSG00000260823 protein,,0.0,0.0
ENSP00000260827,ENSG00000260827 protein,,0.03,0.0
ENSP00000260828,ENSG00000260828 protein,,0.05,0.0
ENSP00000260830,ENSG00000260830 protein,,0.05,0.0
ENSP00000260832,ENSG00000260832 protein,,0.0,0.0
ENSP00000260834,ENSG00000260834 protein,,0.0,0.0
ENSP00000260835,ENSG00000260835 protein,,0.0,0.0
ENSP00000260836,ENSG00000260836 protein,cytoplasm,0.71,0.6799999999999999
ENSP00000260838,ENSG00000260838 protein,,0.05,0.0
ENSP00000260840,ENSG00000260840 protein,,0.0,0.0
ENSP00000260844,ENSG00000260844 protein,,0.0,0.0
ENSP00000260845,ENSG00000260845 protein,,0.03,0.0
ENSP00000260846,ENSG00000260846 protein,,0.0,0.0
ENSP00000260847,ENSG00000260847 protein,,0.03,0.0
ENSP00000260848,ENSG00000260848 protein,,0.0,0.0
ENSP00000260850,ENSG00000260850 protein,,0.0,0.0
ENSP00000260851,ENSG00000260851 protein,,0.0,0.0
ENSP00000260852,ENSG00000260852 protein,,0.1,0.0
ENSP00000260853,ENSG00000260853 protein,,0.1,0.0
ENSP00000260854,ENSG00000260854 protein,,0.03,0.0
ENSP00000260855,ENSG00000260855 protein,,0.05,0.0
ENSP00000260857,ENSG00000260857 protein,,0.03,0.0
ENSP00000260858,ENSG00000260858 protein,,0.03,0.0
ENSP00000260859,ENSG00000260859 protein,,0.0,0.0
ENSP00000260860,ENSG00000260860 protein,,0.0,0.0
ENSP00000260861,ENSG00000260861 protein,,0.0,0.0
ENSP00000260862,ENSG00000260862 protein,,0.0,0.0
ENSP00000260863,ENSG00000260863 protein,,0.03,0.0
ENSP00000260864,ENSG00000260864 protein,,0.03,0.0
ENSP00000260865,ENSG00000260865 protein,,0.0,0.0
ENSP00000260866,ENSG00000260866 protein,,0.03,0.0
ENSP00000260867,ENSG00000260867 protein,,0.0,0.0
ENSP00000260868,ENSG00000260868 protein,,0.05,0.0
ENSP00000260870,ENSG00000260870 protein,,0.0,0.0
ENSP00000260871,ENSG00000260871 protein,,0.05,0.0
ENSP00000260874,ENSG00000260874 protein,,0.05,0.0
ENSP00000260876,ENSG00000260876 protein,,0.05,0.0
ENSP00000260877,ENSG00000260877 protein,,0.05,0.0
ENSP00000260878,ENSG00000260878 protein,,0.03,0.0
ENSP00000260879,ENSG00000260879 protein,,0.03,0.0
ENSP00000260880,ENSG00000260880 protein,,0.0,0.0
ENSP00000260882,ENSG00000260882 protein,,0.0,0.0
ENSP00000260883,ENSG00000260883 protein,,0.03,0.0
ENSP00000260884,ENSG00000260884 protein,,0.05,0.0
ENSP00000260886,ENSG00000260886 protein,,0.05,0.0
ENSP00000260887,ENSG00000260887 protein,,0.03,0.0
ENSP00000260889,ENSG00000260889 protein,,0.0,0.0
ENSP00000260891,ENSG00000260891 protein,,0.05,0.0
ENSP00000260892,ENSG00000260892 protein,,0.03,0.0
ENSP00000260894,ENSG00000260894 protein,,0.03,0.0
ENSP00000260895,ENSG00000260895 protein,,0.0,0.0
ENSP00000260896,ENSG00000260896 protein,,0.0,0.0
ENSP00000260897,ENSG00000260897 protein,,0.03,0.0
ENSP00000260898,ENSG00000260898 protein,,0.05,0.0
ENSP00000260899,ENSG00000260899 protein,,0.05,0.0
ENSP00000260900,ENSG00000260900 protein,,0.03,0.0
ENSP00000260902,ENSG00000260902 protein,,0.0,0.0
ENSP00000260903,XKR7 protein,membrane,0.9400000000000001,0.89
ENSP00000260905,ENSG00000260905 protein,,0.0,0.0
ENSP00000260907,ENSG00000260907 protein,,0.0,0.0
ENSP00000260908,ENSG00000260908 protein,,0.1,0.0
ENSP00000260909,ENSG00000260909 protein,,0.03,0.0
ENSP00000260910,ENSG00000260910 protein,,0.05,0.0
ENSP00000260911,ENSG00000260911 protein,,0.05,0.0
ENSP00000260912,ENSG00000260912 protein,,0.1,0.0
ENSP00000260913,ENSG00000260913 protein,,0.0,0.0
ENSP00000260914,ENSG00000260914 protein,membrane,0.86,0.83
ENSP00000260916,CCPG1 protein,membrane,0.87,0.77
ENSP00000260917,ENSG00000260917 protein,,0.1,0.0
ENSP00000260918,ENSG00000260918 protein,,0.05,0.0
ENSP00000260919,ENSG00000260919 protein,,0.0,0.0
ENSP00000260920,ENSG00000260920 protein,,0.1,0.0
ENSP00000260921,ENSG00000260921 protein,,0.03,0.0
ENSP00000260922,ENSG00000260922 protein,,0.0,0.0
ENSP00000260923,ENSG00000260923 protein,,0.05,0.0
ENSP00000260924,ENSG00000260924 protein,,0.05,0.0
ENSP00000260926,ENSG00000260926 protein,,0.03,0.0
ENSP00000260927,ENSG00000260927 protein,,0.05,0.0
ENSP00000260928,ENSG00000260928 protein,,0.0,0.0
ENSP00000260930,ENSG00000260930 protein,,0.0,0.0
ENSP00000260932,ENSG00000260932 protein,,0.0,0.0
ENSP00000260933,ENSG00000260933 protein,,0.03,0.0
ENSP00000260934,ENSG00000260934 protein,,0.0,0.0
ENSP00000260937,ENSG00000260937 protein,,0.03,0.0
ENSP00000260939,ENSG00000260939 protein,,0.0,0.0
ENSP00000260941,ENSG00000260941 protein,,0.05,0.0
ENSP00000260942,ENSG00000260942 protein,,0.1,0.0
ENSP00000260943,ENSG00000260943 protein,,0.05,0.0
ENSP00000260944,ENSG00000260944 protein,,0.05,0.0
ENSP00000260945,ENSG00000260945 protein,,0.03,0.0
ENSP00000260947,ENSG00000260947 protein,,0.05,0.0
ENSP00000260948,ENSG00000260948 protein,,0.05,0.0
ENSP00000260949,ENSG00000260949 protein,,0.05,0.0
ENSP00000260951,ENSG00000260951 protein,,0.0,0.0
ENSP00000260953,ENSG00000260953 protein,,0.05,0.0
ENSP00000260954,ENSG00000260954 protein,,0.05,0.0
ENSP00000260955,ENSG00000260955 protein,,0.05,0.0
ENSP00000260957,ENSG00000260957 protein,,0.03,0.0
ENSP00000260958,ENSG00000260958 protein,,0.03,0.0
ENSP00000260959,ENSG00000260959 protein,,0.0,0.0
ENSP00000260962,ENSG00000260962 protein,,0.03,0.0
ENSP00000260963,ENSG00000260963 protein,,0.1,0.0
ENSP00000260965,ENSG00000260965 protein,,0.03,0.0
ENSP00000260966,ENSG00000260966 protein,,0.03,0.0
ENSP00000260967,ENSG00000260967 protein,,0.03,0.0
ENSP00000260969,ENSG00000260969 protein,,0.0,0.0
ENSP00000260970,ENSG00000260970 protein,,0.03,0.0
ENSP00000260971,ENSG00000260971 protein,,0.05,0.0
ENSP00000260972,ENSG00000260972 protein,,0.03,0.0
ENSP00000260973,ENSG00000260973 protein,,0.05,0.0
ENSP00000260974,ENSG00000260974 protein,,0.03,0.0
ENSP00000260975,ENSG00000260975 protein,,0.03,0.0
ENSP00000260976,ENSG00000260976 protein,,0.05,0.0
ENSP00000260978,ENSG00000260978 protein,,0.0,0.0
ENSP00000260979,ENSG00000260979 protein,,0.05,0.0
ENSP00000260981,ENSG00000260981 protein,,0.0,0.0
ENSP00000260983,ENSG00000260983 protein,,0.03,0.0
ENSP00000260984,ENSG00000260984 protein,,0.03,0.0
ENSP00000260986,ENSG00000260986 protein,,0.03,0.0
ENSP00000260988,ENSG00000260988 protein,,0.05,0.0
ENSP00000260989,ENSG00000260989 protein,,0.05,0.0
ENSP00000260990,ENSG00000260990 protein,,0.0,0.0
ENSP00000260991,ENSG00000260991 protein,,0.03,0.0
ENSP00000260992,ENSG00000260992 protein,,0.05,0.0
ENSP00000260994,ENSG00000260994 protein,,0.03,0.0
ENSP00000260995,ENSG00000260995 protein,,0.03,0.0
ENSP00000260996,ENSG00000260996 protein,,0.1,0.0
ENSP00000260997,ENSG00000260997 protein,,0.05,0.0
ENSP00000260999,ENSG00000260999 protein,,0.03,0.0
ENSP00000261000,ENSG00000261000 protein,,0.05,0.0
ENSP00000261002,ENSG00000261002 protein,,0.05,0.0
ENSP00000261003,ENSG00000261003 protein,,0.05,0.0
ENSP00000261007,ENSG00000261007 protein,,0.0,0.0
ENSP00000261008,ENSG00000261008 protein,,0.05,0.0
ENSP00000261009,ENSG00000261009 protein,,0.03,0.0
ENSP00000261010,ENSG00000261010 protein,,0.0,0.0
ENSP00000261011,ENSG00000261011 protein,,0.03,0.0
ENSP00000261012,ENSG00000261012 protein,,0.0,0.0
ENSP00000261014,ENSG00000261014 protein,,0.03,0.0
ENSP00000261017,ENSG00000261017 protein,,0.0,0.0
ENSP00000261018,ENSG00000261018 protein,,0.03,0.0
ENSP00000261019,ENSG00000261019 protein,,0.05,0.0
ENSP00000261020,ENSG00000261020 protein,,0.0,0.0
ENSP00000261024,ENSG00000261024 protein,,0.0,0.0
ENSP00000261025,ENSG00000261025 protein,,0.0,0.0
ENSP00000261026,ENSG00000261026 protein,,0.05,0.0
ENSP00000261028,ENSG00000261028 protein,,0.03,0.0
ENSP00000261029,ENSG00000261029 protein,,0.0,0.0
ENSP00000261030,ENSG00000261030 protein,,0.0,0.0
ENSP00000261033,ENSG00000261033 protein,,0.0,0.0
ENSP00000261035,ENSG00000261035 protein,,0.03,0.0
ENSP00000261036,ENSG00000261036 protein,,0.0,0.0
ENSP00000261037,ENSG00000261037 protein,,0.0,0.0
ENSP00000261038,ENSG00000261038 protein,,0.0,0.0
ENSP00000261039,ENSG00000261039 protein,,0.05,0.0
ENSP00000261040,ENSG00000261040 protein,,0.1,0.0
ENSP00000261041,ENSG00000261041 protein,,0.03,0.0
ENSP00000261043,ENSG00000261043 protein,,0.03,0.0
ENSP00000261044,ENSG00000261044 protein,,0.03,0.0
ENSP00000261045,ENSG00000261045 protein,,0.03,0.0
ENSP00000261046,ENSG00000261046 protein,,0.03,0.0
ENSP00000261047,ENSG00000261047 protein,,0.03,0.0
ENSP00000261048,ENSG00000261048 protein,,0.03,0.0
ENSP00000261049,ENSG00000261049 protein,,0.0,0.0
ENSP00000261051,ENSG00000261051 protein,,0.05,0.0
ENSP00000261052,SULT1A3 protein,cytoplasm,0.72,0.6699999999999999
ENSP00000261053,ENSG00000261053 protein,,0.0,0.0
ENSP00000261054,ENSG00000261054 protein,,0.05,0.0
ENSP00000261055,ENSG00000261055 protein,,0.0,0.0
ENSP00000261056,ENSG00000261056 protein,,0.05,0.0
ENSP00000261057,ENSG00000261057 protein,,0.0,0.0
ENSP00000261058,ENSG00000261058 protein,,0.0,0.0
ENSP00000261060,ENSG00000261060 protein,,0.05,0.0
ENSP00000261061,ENSG00000261061 protein,,0.03,0.0
ENSP00000261063,ENSG00000261063 protein,,0.0,0.0
ENSP00000261064,ENSG00000261064 protein,,0.05,0.0
ENSP00000261065,ENSG00000261065 protein,,0.03,0.0
ENSP00000261066,ENSG00000261066 protein,,0.0,0.0
ENSP00000261067,ENSG00000261067 protein,,0.05,0.0
ENSP00000261068,ENSG00000261068 protein,,0.05,0.0
ENSP00000261069,ENSG00000261069 protein,nucleus,0.5700000000000001,0.54
ENSP00000261070,ENSG00000261070 protein,,0.0,0.0
ENSP00000261071,ENSG00000261071 protein,,0.03,0.0
ENSP00000261072,ENSG00000261072 protein,,0.0,0.0
ENSP00000261075,ENSG00000261075 protein,,0.03,0.0
ENSP00000261076,ENSG00000261076 protein,,0.0,0.0
ENSP00000261077,ENSG00000261077 protein,,0.03,0.0
ENSP00000261078,ENSG00000261078 protein,,0.0,0.0
ENSP00000261079,ENSG00000261079 protein,,0.05,0.0
ENSP00000261080,ENSG00000261080 protein,,0.0,0.0
ENSP00000261081,ENSG00000261081 protein,,0.03,0.0
ENSP00000261082,ENSG00000261082 protein,,0.0,0.0
ENSP00000261083,ENSG00000261083 protein,,0.05,0.0
ENSP00000261084,ENSG00000261084 protein,,0.03,0.0
ENSP00000261087,ENSG00000261087 protein,,0.1,0.0
ENSP00000261089,ENSG00000261089 protein,,0.05,0.0
ENSP00000261090,ENSG00000261090 protein,,0.0,0.0
ENSP00000261092,ENSG00000261092 protein,,0.05,0.0
ENSP00000261093,ENSG00000261093 protein,,0.03,0.0
ENSP00000261094,ENSG00000261094 protein,,0.1,0.0
ENSP00000261095,ENSG00000261095 protein,,0.0,0.0
ENSP00000261096,ENSG00000261096 protein,,0.05,0.0
ENSP00000261097,ENSG00000261097 protein,,0.0,0.0
ENSP00000261098,ENSG00000261098 protein,,0.1,0.0
ENSP00000261101,ENSG00000261101 protein,,0.05,0.0
ENSP00000261102,ENSG00000261102 protein,,0.03,0.0
ENSP00000261103,ENSG00000261103 protein,,0.05,0.0
ENSP00000261104,ENSG00000261104 protein,,0.05,0.0
ENSP00000261105,ENSG00000261105 protein,,0.05,0.0
ENSP00000261108,ENSG00000261108 protein,,0.03,0.0
ENSP00000261111,ENSG00000261111 protein,,0.03,0.0
ENSP00000261113,ENSG00000261113 protein,,0.03,0.0
ENSP00000261114,ENSG00000261114 protein,,0.05,0.0
ENSP00000261115,TMEM178B protein,membrane,0.89,0.79
ENSP00000261116,ENSG00000261116 protein,,0.03,0.0
ENSP00000261117,ENSG00000261117 protein,,0.0,0.0
ENSP00000261118,ENSG00000261118 protein,,0.05,0.0
ENSP00000261120,ENSG00000261120 protein,,0.05,0.0
ENSP00000261121,ENSG00000261121 protein,,0.05,0.0
ENSP00000261122,ENSG00000261122 protein,,0.03,0.0
ENSP00000261123,ENSG00000261123 protein,,0.1,0.0
ENSP00000261124,ENSG00000261124 protein,,0.05,0.0
ENSP00000261126,ENSG00000261126 protein,,0.05,0.0
ENSP00000261127,ENSG00000261127 protein,,0.03,0.0
ENSP00000261129,ENSG00000261129 protein,,0.0,0.0
ENSP00000261130,ENSG00000261130 protein,membrane,0.97,0.94
ENSP00000261131,ENSG00000261131 protein,,0.05,0.0
ENSP00000261135,ENSG00000261135 protein,,0.05,0.0
ENSP00000261136,ENSG00000261136 protein,,0.05,0.0
ENSP00000261140,ENSG00000261140 protein,,0.05,0.0
ENSP00000261141,ENSG00000261141 protein,,0.05,0.0
ENSP00000261143,ENSG00000261143 protein,,0.05,0.0
ENSP00000261144,ENSG00000261144 protein,,0.03,0.0
ENSP00000261145,ENSG00000261145 protein,,0.0,0.0
ENSP00000261146,ENSG00000261146 protein,,0.05,0.0
ENSP00000261147,ENSG00000261147 protein,,0.0,0.0
ENSP00000261150,EPPK1 protein,cytoplasm,0.61,0.51
ENSP00000261151,ENSG00000261151 protein,,0.03,0.0
ENSP00000261153,ENSG00000261153 protein,,0.03,0.0
ENSP00000261154,ENSG00000261154 protein,,0.0,0.0
ENSP00000261156,ENSG00000261156 protein,,0.0,0.0
ENSP00000261158,ENSG00000261158 protein,,0.0,0.0
ENSP00000261159,ENSG00000261159 protein,,0.05,0.0
ENSP00000261161,ENSG00000261161 protein,,0.03,0.0
ENSP00000261166,ENSG00000261166 protein,,0.03,0.0
ENSP00000261167,ENSG00000261167 protein,,0.1,0.0
ENSP00000261168,ENSG00000261168 protein,,0.0,0.0
ENSP00000261170,ENSG00000261170 protein,,0.05,0.0
ENSP00000261172,ENSG00000261172 protein,,0.05,0.0
ENSP00000261173,ENSG00000261173 protein,,0.05,0.0
ENSP00000261174,ENSG00000261174 protein,,0.03,0.0
ENSP00000261175,ENSG00000261175 protein,,0.05,0.0
ENSP00000261177,ENSG00000261177 protein,,0.0,0.0
ENSP00000261178,ENSG00000261178 protein,,0.03,0.0
ENSP00000261181,ENSG00000261181 protein,,0.03,0.0
ENSP00000261182,ENSG00000261182 protein,,0.03,0.0
ENSP00000261183,ENSG00000261183 protein,,0.1,0.0
ENSP00000261184,ENSG00000261184 protein,,0.0,0.0
ENSP00000261186,ENSG00000261186 protein,,0.05,0.0
ENSP00000261187,ENSG00000261187 protein,,0.05,0.0
ENSP00000261188,ENSG00000261188 protein,,0.1,0.0
ENSP00000261189,ENSG00000261189 protein,,0.05,0.0
ENSP00000261190,ENSG00000261190 protein,,0.03,0.0
ENSP00000261191,ENSG00000261191 protein,,0.0,0.0
ENSP00000261192,ENSG00000261192 protein,,0.05,0.0
ENSP00000261193,ENSG00000261193 protein,,0.0,0.0
ENSP00000261194,ENSG00000261194 protein,,0.03,0.0
ENSP00000261195,ENSG00000261195 protein,,0.0,0.0
ENSP00000261196,ENSG00000261196 protein,,0.03,0.0
ENSP00000261197,ENSG00000261197 protein,,0.03,0.0
ENSP00000261198,ENSG00000261198 protein,,0.03,0.0
ENSP00000261199,ENSG00000261199 protein,,0.0,0.0
ENSP00000261200,ENSG00000261200 protein,,0.03,0.0
ENSP00000261202,ENSG00000261202 protein,,0.05,0.0
ENSP00000261203,ENSG00000261203 protein,,0.03,0.0
ENSP00000261204,ENSG00000261204 protein,,0.05,0.0
ENSP00000261205,ENSG00000261205 protein,,0.0,0.0
ENSP00000261206,ENSG00000261206 protein,,0.0,0.0
ENSP00000261207,ENSG00000261207 protein,,0.05,0.0
ENSP00000261208,ENSG00000261208 protein,,0.05,0.0
ENSP00000261209,ENSG00000261209 protein,,0.0,0.0
ENSP00000261210,CLEC19A protein,secreted,0.83,0.7799999999999999
ENSP00000261211,ENSG00000261211 protein,,0.1,0.0
ENSP00000261213,ENSG00000261213 protein,,0.03,0.0
ENSP00000261215,ENSG00000261215 protein,,0.05,0.0
ENSP00000261216,ENSG00000261216 protein,,0.05,0.0
ENSP00000261217,ENSG00000261217 protein,,0.05,0.0
ENSP00000261218,ENSG00000261218 protein,,0.05,0.0
ENSP00000261219,ENSG00000261219 protein,,0.0,0.0
ENSP00000261220,ENSG00000261220 protein,,0.05,0.0
ENSP00000261221,ZNF865 protein,nucleus,0.58,0.48
ENSP00000261222,ENSG00000261222 protein,,0.05,0.0
ENSP00000261226,ENSG00000261226 protein,,0.05,0.0
ENSP00000261227,ENSG00000261227 protein,,0.0,0.0
ENSP00000261229,ENSG00000261229 protein,,0.03,0.0
ENSP00000261231,ENSG00000261231 protein,,0.0,0.0
ENSP00000261232,ENSG00000261232 protein,,0.0,0.0
ENSP00000261233,ENSG00000261233 protein,,0.03,0.0
ENSP00000261234,ENSG00000261234 protein,,0.03,0.0
ENSP00000261235,ENSG00000261235 protein,,0.05,0.0
ENSP00000261236,BOP1 protein,nucleus,0.63,0.48
ENSP00000261238,ENSG00000261238 protein,,0.0,0.0
ENSP00000261239,ENSG00000261239 protein,,0.0,0.0
ENSP00000261240,ENSG00000261240 protein,,0.0,0.0
ENSP00000261241,ENSG00000261241 protein,,0.05,0.0
ENSP00000261242,ENSG00000261242 protein,,0.05,0.0
ENSP00000261243,ENSG00000261243 protein,,0.0,0.0
ENSP00000261244,ENSG00000261244 protein,,0.0,0.0
ENSP00000261245,ENSG00000261245 protein,,0.05,0.0
ENSP00000261247,GOLGA8T protein,membrane,0.93,0.93
ENSP00000261248,ENSG00000261248 protein,,0.0,0.0
ENSP00000261249,ENSG00000261249 protein,,0.03,0.0
ENSP00000261250,ENSG00000261250 protein,,0.05,0.0
ENSP00000261251,ENSG00000261251 protein,,0.05,0.0
ENSP00000261253,ENSG00000261253 protein,,0.05,0.0
ENSP00000261257,ENSG00000261257 protein,,0.03,0.0
ENSP00000261259,ENSG00000261259 protein,,0.0,0.0
ENSP00000261260,ENSG00000261260 protein,,0.0,0.0
ENSP00000261261,ENSG00000261261 protein,,0.03,0.0
ENSP00000261263,ENSG00000261263 protein,,0.03,0.0
ENSP00000261265,ENSG00000261265 protein,,0.0,0.0
ENSP00000261266,ENSG00000261266 protein,,0.05,0.0
ENSP00000261267,ENSG00000261267 protein,,0.05,0.0
ENSP00000261268,ENSG00000261268 protein,,0.05,0.0
ENSP00000261269,ENSG00000261269 protein,,0.03,0.0
ENSP00000261270,ENSG00000261270 protein,,0.05,0.0
ENSP00000261272,MUC22 protein,membrane,0.8099999999999999,0.8099999999999999
ENSP00000261273,ENSG00000261273 protein,,0.0,0.0
ENSP00000261274,ENSG00000261274 protein,,0.03,0.0
ENSP00000261275,ENSG00000261275 protein,,0.03,0.0
ENSP00000261276,ENSG00000261276 protein,,0.03,0.0
ENSP00000261278,ENSG00000261278 protein,,0.0,0.0
ENSP00000261279,ENSG00000261279 protein,,0.0,0.0
ENSP00000261281,ENSG00000261281 protein,,0.03,0.0
ENSP00000261282,ENSG00000261282 protein,,0.03,0.0
ENSP00000261284,ENSG00000261284 protein,,0.03,0.0
ENSP00000261285,ENSG00000261285 protein,,0.0,0.0
ENSP00000261286,ENSG00000261286 protein,,0.05,0.0
ENSP00000261288,ENSG00000261288 protein,,0.03,0.0
